No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
Tommy Lasorda Baseball (USA) (Rev A),SEGA MEGA DRIVE,(C)SEGA 1989.MAY,SUPER LEAGUE,SUPER LEAGUE,GM,00004006-00,(unknown),35795 (0x8BD3),JU,4FB50304,9edf4e2024d5bba29748b580930a1ea4,dde1b2465f54f4f6f485c1ba063ff47c5d1baf27,77ba96b81d2996c9c286615e9d47f1e3b9bf3f9dcf01525497b89fe2a17dd616
"Tony La Russa Baseball (USA, Australia)",SEGA GENESIS,(C)T-50 1993.MAR,TONY LA RUSSA BASEBALL,TONY LA RUSSA BASEBALL,GM,T-50546,1,30310 (0x7666),U,24629C78,d595b465412a92100dc52aa105196835,0e3f7ebf8661cac9bd7a0c5af64f260e7b5f0a0b,62902f5026e2f5fdebb2cc1b9d57caa0114ec6946ad871730928b5a5ebdb92dc
Top Fighter 2000 MK VIII (Taiwan) (En) (Unl),SEGA,(unknown),Nù&@Nù&HçþþJyÿgSyÿRyÿ,"yÿ(R¹ÿ*R¹ÿ,¹ÿg N¹ÀEùÿN¹",8,8EùÿN¹8,(unknown),20153 (0x4EB9),(unknown),F75519DC,c82275adf76200d0952272dd6a7ca453,617be8de1444ae0c6610d73967f3f0e67541b05a,c4f10c5f9f28fe20879930302c4a24a853b5279dee42125caca716672dea14d7
Top Fighter 2005 (Taiwan) (Unl),SEGA,(unknown),Nù&@Nù&HçþþJyÿgSyÿRyÿ,"yÿ(R¹ÿ*R¹ÿ,¹ÿg N¹ÀEùÿN¹",8,8EùÿN¹8,(unknown),20153 (0x4EB9),(unknown),174DEFE6,5bdf0b1c03805200ffbc24e7941820eb,e2b8ee109d2302778f7a77563045613b0636d470,d1b496a9e6020de9493b1dfd786fd33f40162ca72c0710010ded1f7cccf47fb5
Top Gear 2 (USA),SEGA GENESIS,(C)T-23 1994.OCT,TOP GEAR 2,TOP RACER 2,GM,T-23066,0,20914 (0x51B2),U,BD3074D2,c1d154862f292bd48114b2b6c3265d7a,e548e2ed4f69c32dd601a2b90bcf4eeb34d36c49,b41909d53090e28c1d1e50941dad01676dd3d19caf26c75f66aac6a3ad689ba6
Top Pro Golf (Japan),SEGA MEGA DRIVE,(C)T-73 1992.JUN,TOP PRO GOLF,(unknown),GM,T-73023,0,8058 (0x1F7A),J,62BAD606,e49d25135eff2c4d3603e8e8125998d0,1663289933b37526e4e07a6ee7fcd5e6cc2b489a,ec959d304ce956963ba774e256e2f5a087af9a9412a0767a134746d7266f13a3
Top Pro Golf 2 (Japan),SEGA MEGA DRIVE,(C)T-73 1993.APR,TOPPRO GOLF2,CHIHCI'S PRO CHALLENGE,GM,T-73043,0,33949 (0x849D),J,B8CE98B3,7ce3f395b274e6796e41cd8c5034fe0a,95a8918c98420fdfd59a4cb0be8fd5ec69d3593e,6ffb65e7684d660aaffacfcea63752f2dbfd21a382a8ab078868568469267897
Total Football (Europe),SEGA MEGA DRIVE,(C)T-88 1995.AUG,TOTAL FOOTBALL,TOTAL FOOTBALL,GM,T-88156,50,18029 (0x466D),8,8360B66A,6bbf7668e1290550942d514ad473d743,271b13e1c0697d17ad702e97297ed1ea09ddb53b,cc5852310bb786fc00b2e018069eeafeb111b264634664f8d6b1b0852ee949be
"Toughman Contest (USA, Europe)",SEGA GENESIS,(C)T-50 1995.JAN,Toughman Contest,Toughman Contest,GM,T-50996,0,17795 (0x4583),UEJ,E19FBC93,7a7538d5d2f66f4a15786f49cae0c382,c7c533b25a50b9c1ccd4c9772bf50957f728c074,cf92842b857a92281ccccd9b2a51d78c1e5fcdd25c2a5bd03d78ae25c47c507e
"Toughman Contest (USA, Europe)",SEGA 32X,(C)T-50 1995.FEB,Toughman Contest,Toughman Contest,GM,T-5001B,0,59660 (0xE90C),F,14EAC7A6,386d99d132ce5699ade81b4473cef5b4,7588b0b8f4e93d5fdc920d3ab7e464154e423da9,5085e80dee63cf0264aadb3595588c3098a68607e8cf48c948535483832bafc2
Tougiou King Colossus (Japan),SEGA MEGA DRIVE,(C)SEGA 1992.JUN,KING COLOSSUS,KING COLOSSUS,GM,G-5513,(unknown),41571 (0xA263),J,FFE7B3C7,7e6b1144fe4f929dff15fd6dca89fc37,92bfb3548ebff18eedebe07751bf2170f95780d7,c318d3e353e51cdcd6633b68dd6f2701d4cabfdcb6d4393ee6a9bfaa97a50194
Tourmaline (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,RETROSOULS 2021,TOURMALINE,TOURMALINE,GM,00000008-RS,(unknown),0 (0x0000),JUE,437AEB56,c2cdbe3614511bf905b04d931785d050,76f432e5ceefe667418078fff621fbfa644216be,6fb3913ef407e9b2742ec917d961fe138845ac41880edb7585eae5767a40e0c6
Toxic Crusaders (USA),SEGA GENESIS,(C)SEGA 1992.AUG,TOXIC CRUSADERS,TOXIC CRUSADERS,GM,MK-1037,0,62548 (0xF454),U,11FD46CE,a926370d03e278f76c26c868b909fd36,fd83f309b6d4261f0c98ba97a8627cfb5212093b,9a673f428df297ef45a827aead3f896a9dee2ac18ecba7c9a3601348c070a7b9
Toy Story (Europe),SEGA MEGA DRIVE,(C)T-2391996.FEB,TOY STORY,TOY STORY,GM,T-239046-00,(unknown),28910 (0x70EE),8,8E89A9F3,5992b6171bcbb7d7210b8a67db22f1cd,6e7bb9b191389973922a5ab9978205bb9d2664cc,f00027cdbedb4bcf9baa2444347e5548e6765cba10fcdd62c730f8364fce87dc
Toy Story (USA),SEGA GENESIS,(C)T-2391995.OCT,TOY STORY,TOY STORY,GM,T-239046-00,(unknown),2708 (0x0A94),(unknown),829FE313,23dc9770c2044a05c7351cf83a139d74,49be571cd943fd594949c318a0bdbe6263fdd512,6f6557ad20811d377606264a9c616a88ffc72e0299b18dac1cb1f3388566d587
Toy Story (USA) (Sample),SEGA GENESIS,(C)DISN 1995.OCT,TOY STORY,EXECUTE DEMO 1,GM,T-239046-00,(unknown),40825 (0x9F79),U,9321BEC1,f61a31259e41a28aa5946d2a0e3e3bbf,7932c7de237ca333750b98ff3d2832c5f65be851,93f21f32d29415b1108570c12ac31403931c3744ee6cb99b8ce067028d3e2ab7
Toys - Let the Toy Wars begin! (USA),SEGA GENESIS,(C)T-86 1993.JAN,TOYS,TOYS,GM,T-86046,0,60072 (0xEAA8),U,CBC9951B,608e9d0f19b33749865f809bbe4b9f5c,debc3a571c2c08a731758113550c040dfcda4782,67d7ac84a47750388efff072390b185f7b3088ea77cef92edc243b86d71489ba
Trampoline Terror! (USA),SEGA MEGA DRIVE,(C)T-34 1990.AUG,EXPLODE STAR,TRAMPOLINE TERROR!,GM,T-34026,0,58428 (0xE43C),U,AABB349F,c4d2c80b3f21748325470667c1caf574,d0dc2acdc17a1e1da25828f7d07d4ba9e3c9bd78,f942ebefcc488a669fe25ae971aa5a9ff47ea1b431934f060a921a2f82a511dd
Traysia (USA),SEGA MEGA DRIVE,(C)T-49 1992.Jan,港のトレイジア,Traysia,GM,T-49166,0,41196 (0xA0EC),U,96184F4F,98d97dcf65dc2e9489539b9c74ac1af4,ff0efe6da308919f843a7593e8af7fae82160b0b,00b4146147fab04c16bb5881f2bd8e5282f67232595163ad3e30a7a95af6afff
Traysia (USA) (Beta) (1992-01-22),SEGA MEGA DRIVE,(C)T-49 1992.Jan,港のトレイジア,Traysia,GM,T-49166,0,5956 (0x1744),U,DAA83CB5,ba86aa750145ca451ed34a8d5a0e284a,284c7a67843be8b56bba8d9050a6cbaeae3c896b,f97b65e21611739af0c94395ed6d774c04d3d23b31527bf09a9bfaa7f044c8f7
Triple Play - Gold Edition (USA),ESAGG NESESI,C(T)5- 09169M.YA,rTpielP al yoGdl,rTpielP al yoGdl,MGT,1-2711-600,(unknown),43796 (0xAB14),4,C25FF3F2,fb2f3c6fe0c3ba9fd55dc64e8cd8ec74,791afd91483a332ec5ca3384ee791252767f2f67,6dc9c7b1fed9716a52d2dd6d76f6045e20056b7898b780fc50dd4ed318227d09
Triple Play 96 (USA),ESAGG NESESI,C(T)5- 09159M.YA,rTpielP al yaBesabll,rTpielP al yaBesabll,MGT,1-2720-640,(unknown),42613 (0xA675),F,565E2F2E,02bc38b3dc1d26035f421660abbe9357,bf967bba7ce2cdf1c8b536cf7e681795b51b08a2,b2790270708c3e9fed68348a710dc11b59dd2e2cc24a33689f07d160c5d4362f
Trouble Shooter (USA),SEGA MEGA DRIVE,(C)SEGA 1991.MAR,BATTLE MANIA,TROUBLE SHOOTER,GM,T-23016,(unknown),26877 (0x68FD),U,BECFC39B,f29c5049a48f37a37b811a22dc731e3c,3fc9ffa49ece5e9cbba1f2a5ba1dfd068b86c65d,cc4e6374eb458776a1d184901851d71ecfa26eaa89853fec65cd9a7a533a00a9
Trouble Shooter (USA) (Beta) (1991-09-12),SEGA MEGA DRIVE,(C)SEGA 1991.MAR,BATTLE MANIA,TROUBLE SHOOTER,GM,T-23016,(unknown),30462 (0x76FE),U,4AB3033C,a2d9f8c669a59fe39acb8e23d24e6344,e60aef86ed80283e3f03af581931b57c5487a519,6cd79af88e497dab213a116969ab0c7720fafe4007ee3a18c3fc9441100779bd
Troy Aikman NFL Football (USA),SEGA GENESIS,(C)T-97 1994.JUL,Troy Aikman NFL Football,Troy Aikman NFL Football,GM,T-97096-00,(unknown),12083 (0x2F33),U,015F2713,204685a5dce7d9c97b072bd900f63e2f,820efb4a4d3d29036911d9077bb6c0a4ce7f36d4,22470ec7295acbabd44899610578a557cbbc2250c79b7a336f9faaa6f7877616
Truco '96 (Argentina) (Unl),SEGA,(unknown),MIKY V1 TRUCO,MIKY V1 TRUCO,(unknown),(unknown),(unknown),8224 (0x2020),(unknown),CDDBECFC,0d2391f612147c31cbae974c7264adf3,7a087d08cf7a565c7ad22ca9824971d8cc351ca3,69353bd5014e04800c44a66d8d7ca7ea2269eb82e2e54bd96fc04d193c4f1af2
True Lies (World),SEGA GENESIS,(C)T-81 1995.FEB,TRUE LIES,TRUE LIES,GM,T-81386,0,24026 (0x5DDA),F,18C09468,2fee5ef253faebaff73c017a7bda1cff,d39174bed46ede85531b86df7ba49123ce2f8411,dcf74cd6f61070d875469215c510a010ba7bc19230c4d34e3611cbdb86ceecae
Truxton (World),SEGA MEGA DRIVE,(C)SEGA 1989.SEP,TATSUJIN,TRUXTON,GM,G-4020,0,35677 (0x8B5D),JU,5BD0882D,75a42b19e5503c72b21018699314db0b,90039844478e7cb99951fdff1979c3bda04d080a,ea2ac534bf14ac6e75100ec29429db29e77b3f3ca80134def14a35c0eb0d387c
"Truxton (World) (Arcade Audio) (Mega Drive Mini 2, Genesis Mini 2)",SEGA MEGA DRIVE,(C)SEGA 1989.SEP,TATSUJIN,TRUXTON,GM,G-4020,0,15235 (0x3B83),JU,32827EED,264d4cffe87ded2478a0aabd76c9e3b6,58f5c1e695a6a5ff76eeba5994d87dcc17393075,155f363930e5d1f8244fcea7a15c2c75d8db39c988dda60305439b8452f7b28e
Tunshi Tiandi III - Sanguo Waizhuan (Chinese Fighter) (Taiwan) (Unl),SEGA,(unknown),Nù&Nù&HçþþJyÿgSyÿRyÿy,"ÿ(R¹ÿ*R¹ÿ,¹ÿg N¹¹ÎEùÿN¹""Eù",,"Nｹ""Nｹ",(unknown),38032 (0x9490),(unknown),6F98247D,14f05928d9539e6eaf31a7a0a64866d1,cc212b1564dc7c73ffdc55f9fde3269a83fee399,d9936977b3fa73e251d0b344274ea93f0aba05410154c7cf7e715b0e93175c61
Tunshi Tiandi III (Taiwan) (Simplified) (Unl),SEGAR¹ÿá 9ÿ,îÿgNùHçÿ>,@çN¹ARyÿpJ9ÿpf<Pùÿp3ü4ÀN¹üN¹,N¹^N¹7\N¹zN¹63ütÀFßLß|ÿNsJ9ÿp,g,gB9ÿp#üÀ,(unknown),0 (0x0000),ﾀ,EA57B668,88f19e23af14c35152d4964f426529e1,7040e96c053f29c75cf0524ddb168a83d0fb526f,f3b7aac93fb61c38f38ab903b24c9cefd7a95f67b20c05d0d20efebce44d687e
Tunshi Tiandi III (Taiwan) (Traditional) (Unl),SEGAR¹ÿá 9ÿ,îÿgNùHçÿ>,@çN¹ARyÿpJ9ÿpf<Pùÿp3ü4ÀN¹üN¹,N¹^N¹7\N¹zN¹63ütÀFßLß|ÿNsJ9ÿp,g,gB9ÿp#üÀ,(unknown),0 (0x0000),ﾀ,B23C4166,0fd2eb3dddced1d42c371220aa5b0359,534bf8f951ee30d47df18202246245b998c0eced,59220f403d032032ae5bbc1050f2a07b110ddedb14b020b38db69b696423ae35
"Turbo OutRun (Japan, Europe) (En)",SEGA MEGA DRIVE,(C)SEGA 1991.DEC,TURBO OUTRUN,TURBO OUTRUN,GM,00001123-00,(unknown),60848 (0xEDB0),JUE,0C661369,32fb1f12205e350cfe2bb66616043b59,3e4b9881dde758ef7bb090b39d3556d9bc0d9f1e,2de62cab795be6731021e1e1d369ae512ebb631ad212efb60394485f7acdc186
"Turbo OutRun (Japan, Europe) (En) (Beta) (1991-12-09)",SEGA MEGA DRIVE,(C)SEGA 1991.DEC,TURBO OUTRUN,TURBO OUTRUN,GM,00001123-00,(unknown),7216 (0x1C30),``,2A7F2B36,2dfece94b43477a87b2c3ac0e74b5cfa,9695c91c42f635e6b3a046ca813d3cbe6d180a83,ed18667cfc2c2d93bc1a443f366a7dd98e0d20825968fee5cd237d3496019cad
Turma da Monica na Terra dos Monstros (Brazil),SEGA MEGA DRIVE,(C)SEGA 1990.JAN,Wonder Boy V Monster World III,WONDER BOY in Monster world,GM,G-4060,0,29709 (0x740D),UE,F8288DE1,fc0671e09a03e6ca6481f34eb5e2114e,80fc2a6a6b8b943f781598094f3b5a5fe4f05ede,5f7fe0b1ec6401ef5c9a107ecd961f0d14c8a64acb705cb76828ad80ba04ae40
"Turrican (USA, Europe) (Unl)",SEGA GENESIS,(C)ACLD 1991.JUN,(unknown),TURRICAN,GM,ACLD004,0,2555 (0x09FB),U,634D67A6,ca0e4bd18f573d4f1166c5067c47594a,5a471a276909dcc428cd66c51047aa8a142c76a8,090233a259b96c34cddbf823b9b4343f52673f91cc9b458694612d696e2a21ef
Twin Cobra - Desert Attack Helicopter (USA),SEGA MEGA DRIVE,(C)SEGA-1991-APR,究極タイガー,TWIN-COBRA,GM,MK-1128,(unknown),46643 (0xB633),U,2C708248,0006c0c0db9b334b79f1ed20eeb8b9bf,c386c617703a3f5278d24b310c6bc15e3e180bdf,23c1dd768c455067ad614c6c054db59176b0bda0f6531fff56da023e224cd512
"Twin Hawk (Japan, Europe) (En)",SEGA MEGA DRIVE,(C)SEGA 1990.APR,DAISENPU,TWIN HAWK,GM,G-4034,0,3563 (0x0DEB),J,A2EC8C67,ebd5c5829e6992542770773e276ebac3,f884f2a41dd50f4c1a17c26da7f2d31093bb36b6,1e9e67a87dcdff77b00f18ce53e738ec2995658239d2232ecd3368385f73ee96
"Twin Hawk (Japan, Europe) (En) (Beta) (1990-04-06)",SEGA MEGA DRIVE,(C)SEGA 1990.APR,DAISENPU,TWIN HAWK,GM,G-4034,0,64884 (0xFD74),J,DDE94356,b69c08081e2744d043600d57ea773051,382122be778fb1b14c80499930b4ff9e36caddcc,379318f7f31f171bac604b86e4f7ce52bdf0c467c86e1af35bddca90de98c361
Twinkle Tale (Japan),SEGA MEGA DRIVE,(C)SEGA 1992.JUN,ﾂｲﾝｸﾙ･ﾃｰﾙ,TWINKL TALE,(unknown),T-61013-00,(unknown),5683 (0x1633),J,D757F924,809887a9535753ee7a13c8a2d365f0eb,5377e96b4cb14038675c41d165f1d92ae067cd9b,404f9d462e90188c0a2229922f5c41700ed2c8d5989144e36c1b12420b3f595c
Twisted Flipper (USA) (Beta 1),SEGA GENESIS,(C)T-50 199X.XXX,XXXXXXXXXXXXXXXX,(unknown),GM,T-XXXXX,#NAME?,56486 (0xDCA6),U,6DD47554,2e599a6016eb21b875507c480a716845,a6eac3e1b9df9d138fceeccbe34113015d3a676f,0069511484c780edbee8a8444298132a37a16b3d832b72220771a8347f54d211
Twisted Flipper (USA) (Beta 2),SEGA GENESIS,(C)T-50 1992.JUL,TWISTED FLIPPER,TWISTED FLIPPER,GM,T-50386,#NAME?,38275 (0x9583),U,D43D5145,b71cee55b6d89de150cd6f934db14433,13cbf90f1561a9db3a4084f19b07c6ca9ab618f6,eed74a29d20b4566b8f9e651f0f7aa43e4baca75312336d58391d2475e397476
Two Crude Dudes (Europe),SEGA MEGA DRIVE,(C)T-13 1991.JAN,クルードバスター,CLUDE BUSTER,GM,MK-1141,(unknown),31824 (0x7C50),J,B6D90A10,716c52cde8c209d3c3abd54b9d00d132,babf6ec6dac62e7563c4fe9cb278179dc4343ea4,e514782222c6b97a4fc1b8bcea307e1b1910cb1be67daa6979a10adb4cd2432a
Two Crude Dudes (USA),SEGA MEGA DRIVE,(C)T-13 1991.JAN,クルードバスター,CLUDE BUSTER,GM,T-13026,0,17004 (0x426C),J,721B5744,36f90726fa2158885d5265bb4b50c8ee,e8c2faa0de6d370a889426b38538e75c264c4456,ec81bd383a172e61221f84596d3303f8b8c946a417c851d03d75e3eb119bd4b6
Two Crude Dudes (USA) (Beta) (1991-11-24),SEGA MEGA DRIVE,(C)T-13 1991.JAN,クルードバスター,CLUDE BUSTER,GM,T-13063,0,0 (0x0000),J,4BA361A7,4528ab579d527c36dedac7b738db4aa3,5a386d3f2dd851339f40f2eec339bb5a09f6c3a5,01c897cc8ec4e7e7f4862de676708404d16e6e4bd27377d8e924636cd9051488
Two Tribes - Populous II (Europe),SEGA MEGADRIVE,(C)T-70 1993.MAR,POPULOUS II,POPULOUS II,GM,T-70316-50,(unknown),23547 (0x5BFB),E,EE988BD9,a73f2484d4e91c81ca768379aac11168,556a79febff1fe4beb41e4e8a2629ff02b20c38f,f06923767cc4e5e473e9b4260dd006fdbc76d090360ce3a3c21aa486555ecf44
Tyrants - Fight Through Time (USA),SEGA GENESIS,(C)T-XX 1992.SEP,MEGA lo MANIA,MEGA lo MANIA,GM,T-70056,0,57656 (0xE138),U,A744921E,b090d74241cd56820b568c319799412b,99ae974fccebfbf6f5a4738e953ad55181144a99,d2e20631f3353fcd6a9d2521e9e753546741e7aeeec76ec48114978ad01c9051
Uchuu Senkan Gomora (Japan),SEGA MEGA DRIVE,(C)P-42 1991.JUL,宇宙戦艦ゴモラ,BIO-SHIP PALADIN,GM,T-42023,0,2278 (0x08E6),JU,C511E8D2,2bd7578ddcbd3931e76f706cc0d72429,4e1d77cc1bf081e42abfd1c489fbd0073f0236af,d1d39f027d52286ee22ac31ebf60709a5c520b59d430b063145dbd9d6b727548
Ultimate Mortal Kombat 3 (Europe),SEGA MEGA DRIVE,(C)T-81 1996.OCT,(unknown),ULTIMATE MORTAL KOMBAT 3,GM,T-81616,50,10074 (0x275A),8,ECFB5CB4,3dcf09e58870a2cf850f9788078684be,044bfdb3761df7c4d54a25898353fabcd3f604a3,0739bb2b01698b6ae3b9c5a65d5e81aab0a125ee4f0ac8d848eef4d5116cc4fc
Ultimate Mortal Kombat 3 (USA),SEGA GENESIS,(C)T-97 1996.AUG,(unknown),ULTIMATE MORTAL KOMBAT 3,GM,T-097146-00,(unknown),64588 (0xFC4C),4,7290770D,5a129779699f8b388e97c9c0d703d503,bf2da4a7ae7aa428b0b316581f65b280dc3ba356,75dd7e0c182a759a7e5beabbca7581ff11336c416fa4711804cf6f148fbc45c0
Ultimate QIX (USA),SEGA MEGA DRIVE,(C)TAITO,VOLFIDE,VOLFIDE,GM,T-11046,0,4495 (0x118F),JUE,D83369D9,2de20c45e4d643b7eb96cfba59626a04,400edf467e20f8f43b7f7c8f18f5f46ed54eac86,2c44575be610061fea7b2974824ab9d75d238e4b73eafb67a477a780245f7e7d
"Ultimate Soccer (Europe) (En,Fr,De,Es,It)",SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ULTIMATE SOCCER,ULTIMATE SOCCER,GM,MK1219,0,3739 (0x0E9B),E,83DB6E58,3426fc8802e1a385dc227b9dde59cbe4,91781d0561f84de0d304221bbc26f4035f62010f,4d117e4aff64f5c1b248e2f547bf7c9ffc597177ee183894c3415695ae2f5cc0
"Ultimate Soccer (Europe) (En,Fr,De,Es,It) (Beta)",SEGA MEGA DRIVE,(C)SEGA 1993.AUG,ULTIMATE SOCCER,ULTIMATE SOCCER,GM,MK1219,0,9184 (0x23E0),E,9D451F72,6912373a911d907968a99650537f3d73,892747034876a7f587bbf0e3f21c9f35237bb1ea,d3fc80402cbc2429b3b71acedebf548680314dc8bfcd2e517b0e5f5927b799ec
Ultraman (Japan),SEGA MEGA DRIVE,(C)T-16,ウルトラマン,(unknown),(unknown),GMT-16023-0000,(unknown),61059 (0xEE83),J,83B4D5FB,8952cf5509449e3c2ce61424d4807161,7af1b66555c636664a73ca2091ef92ac800dc5d8,255c48cdbaaa41c8d172287a21f3ae7caf51e39e26d73b5af0becf367965269e
Uncharted Waters (USA),SEGA MEGA DRIVE,(C)T-76 1992.JUL,大航海時代,UNCHARTED WATERS,GM,T-76026,10,45867 (0xB32B),U,4EDAEC59,ea5d0387e848f2e0203b8d7da8c57038,a76cf7dd06784cba15fa0c3be0ae92cba71ccade,0fc219a7900e24afea407781da951228ad65625d0ef85baaae749ce7b0cfc1b5
Undead Line (Japan),SEGA MEGA DRIVE,(C)T-74 1991.SEP,UNDEAD LINE,(unknown),GM,T-74013,0,52526 (0xCD2E),J,FB3CA1E6,f7e2e19770ff41441f79d014bc963122,cb9f248bfd19b16ed8a11639a73a6e90fa7ee79e,94bfeae423b6b4ec12ef7f0591bcc761181821d006d4c9c470523d3bb9044669
Under-Ground - The Fight Against Coffee Invasion (World) (v0.6) (Demo) (Aftermarket) (Unl),SEGA GENESIS,(C)HUJO 2022.DEC,RACING GAME,RACING GAME,GM,20200630-01,(unknown),44901 (0xAF65),JUE,621098F0,66fd7fbf3f1279b6ea580dd5b9932d29,d4e7176c5d49aed0f19d59bf861b6d8d6deecc5a,85a49dde5a4f8db0ebf6b05a2606611aec43d98612f8f07b14d5aa6e6dc70455
"Universal Soldier (USA, Europe) (Unl)",SEGA GENESIS,(C)ACLD 1992.OCT,(unknown),UNI-SOL,GM,ACLD011,0,15141 (0x3B25),U,352EBD49,1546f822e7fe5b5d7fa54067968628dd,9ac1416641ba0e6632369ffe69599b08fc3c225f,099eefbd653deeb499af64d52d11a9be3f0256bb0c39f9ca48dbce8e7f31eaaa
Unnecessary Roughness '95 (USA),SEGA GENESIS,(T)T-1191994.OCT,UNNECESSARY ROUGHNESS '95,UNNECESSARY ROUGHNESS '95,GM,T-119156-00,(unknown),63347 (0xF773),JUE,9920E7B7,f314fe624d288b4e1228ae759bae1d86,7e100cb56c30498c1fee3867ff3612567287b656,7d99fe9dd35dc5c9a124cefe60204f3c0cc74e81269c57e635e1029dd68274f7
Unstoppable Knight (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)SGDK 2021,UNSTOPPABLE KNIGHT,UNSTOPPABLE KNIGHT,GM,00000000-00,(unknown),0 (0x0000),JUE,25F7D7A2,d18b40cb9cd0dccfcbc08edc37273950,73cd9777d9d03399dbc63f29e394ebcd80b7f897,1c81bb605b8e895cd233d1c9d9cfa4ee99d333c973cf37caab54441e9e2498ef
"Urban Strike (USA, Europe)",SEGA GENESIS,(C)T-50 1994.JUL,Urban Strike,Urban Strike,GM,T-50886,0,56524 (0xDCCC),UEJ,CF690A75,0f0be2db4084822d5514f8e34a0d1488,897a8f6a08d6d7d6e5316f8047532b3e4603e705,ae63ade3413ce1b4816cd335e1fc4673c272b40026222566e8c9e3b7b01ca43d
UWOL - Quest for Money (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,"MOJON,SHIRU 2010",UWOL - QUEST FOR MONEY,UWOL - QUEST FOR MONEY,GM,00000000-00,(unknown),0 (0x0000),JUE,552B241B,a9b20c465e8bb8ce06ec0bb3940e45d3,273bb1b64b3377bb78db8d7d502f827450b0b361,cf0f650daff78183136dbf5a0a70a6f9ee1a5229b36fe6c683de3ff9c0dd5ec0
UWOL - Quest for Money (World) (v1.1) (Aftermarket) (Unl),SEGA MEGA DRIVE,"MOJON,SHIRU 2010",UWOL - QUEST FOR MONEY,UWOL - QUEST FOR MONEY,GM,00000000-00,(unknown),0 (0x0000),JUE,3C9A4C0A,59aa79dea213ecc0f44a537bc4ae7dd9,0d07368552293716966615d59376a7fee5c0813c,bfa087b6040744754988adb88bde496c0f0919d3fde2ab4e5643ccd1ddd96987
UWOL - Quest for Money (World) (v1.2) (Aftermarket) (Unl),SEGA MEGA DRIVE,"MOJON,SHIRU 2010",UWOL - QUEST FOR MONEY,UWOL - QUEST FOR MONEY,GM,00000000-00,(unknown),0 (0x0000),JUE,6FA88172,c1bb39180a8ef03683301dd2ac8403e5,330853ce882222a700f648ff1cec9d862f3fcd3a,9fb45ef5ac2cd584b41980bc0e667234e194f4500b34e1791ec029636e780f35
Uzu Keobukseon (Korea),SEGA MEGA DRIVE,(C)SEC 1992.DEC,KEO-BUK-SON,KEO-BUK-SON,GM,T-102013-00,(unknown),63576 (0xF858),(unknown),A7255BA8,7a3e28e8befbc5134cc0e61614b2023b,1d59864916be04640a117082c62453c09bcbf8b8,8dd5093c157cfc80e838f0171b67f32d744ff5fb06a0eaf69d9864aacf321227
Valis (USA),SEGA MEGA DRIVE,(C)T-49 1991.DEC,VALIS I,VALIS I,GM,T-49196,0,28637 (0x6FDD),U,13BC5B72,da1638baec999b2203ac5e5fec31c744,fed29e779aa0d75645a59608f9f3a13f39d43888,2d462dd72668de2de826c5da2c04ae3e932258e182652d4ded43a2df5ad679dc
Valis (USA) (Beta) (1991-10-25),SEGA MEGA DRIVE,(C)T-49 1991.DEC,VALIS I,VALIS I,GM,T-49196,0,63962 (0xF9DA),U,74A133A8,bf2aaf867d3201355a1168637a9ba475,4e5e7d119af77d000f02e7013afffe4fb31939c7,f1ce9a602b0e185cf7fbfc6327bb0db95ee325ff97c2e6983b19fa1674e80105
Valis III (Japan),SEGA MEGA DRIVE,(C)T-49 1991.MAR,ヴァリスⅢ,VALIS III,GM,T-49023,1,33746 (0x83D2),J,4D49A166,f22adcdb3907b108f4ae96cb65069ca7,640c3d4f341c8a9b19e5deafae33e7742f109e2d,2273099c221afe007e193dc11850909c5cc99c0fb49189ab4a53392602e7b0a2
Valis III (USA),SEGA MEGA DRIVE,(C)T-49 1991.MAR,ヴァリスⅢ,VALIS III,GM,T-49086,1,51092 (0xC794),U,59A2A368,a50202da29099f2c9d8b1c629653a718,bb051779d6c4c68a8a4571177990f7d190696b4a,6404ca8b868d3eaa8939a53ffc8a14e2c53dabdbf80fafcb23f99b5f3beca52a
Vampire Killer (Japan),SEGA MEGA DRIVE,(C)T-95 1994.MAR,VAMPIRE KILLER,(unknown),GM,T-95043-00,(unknown),28056 (0x6D98),J,91B57D2B,3453bcc79345872034845cc5a7a1b15f,3e709bd27577056abbbd6735021eaffd90caa140,fbdd6296b822b8f4267f182456f93ec6ed1392fa60fbe52cdd9b9649bd7c8133
Vampire Killer (Japan) (Castlevania Anniversary Collection),SEGA MEGA DRIVE,(C)T-95 1994.MAR,VAMPIRE KILLER,(unknown),GM,T-95043-00,(unknown),28056 (0x6D98),J,238A9B8F,9c7f0f040fec42d7048f6b1842deffb4,2213b219854890952ba1eb8bf65c0dcf8baa0abf,8b54eb77b0b56f32b6df458a183b65b4c0bcb8bf48b2f19c43ab805b7e2ab3da
